Category1,Source1,Category2,Source2,similarity,PapersInC1,PapersInC2,PapersInBoth,Discripancy
anisotropic diffusion,OpenAIRE,anisotropic diffusion,OpenAlex,1.0,10,10,8,0.6666666666666666
anisotropic diffusion,OpenAlex,anisotropic diffusion,OpenAIRE,1.0,10,10,8,0.6666666666666666
solid mechanics,OpenAIRE,solid mechanics,OpenAlex,1.0,6,7,5,0.625
solid mechanics,OpenAlex,solid mechanics,OpenAIRE,1.0,7,6,5,0.625
control chart,OpenAIRE,control chart,OpenAlex,1.0,11,15,10,0.625
control chart,OpenAlex,control chart,OpenAIRE,1.0,15,11,10,0.625
demodulation,OpenAlex,demodulation,OpenAIRE,1.0,14,9,9,0.6428571428571429
lung cancer,OpenAlex,lung cancer,OpenAIRE,1.0,6,4,4,0.6666666666666666
asymptotically optimal algorithm,OpenAlex,asymptotically optimal algorithm,OpenAIRE,1.0,6,4,4,0.6666666666666666
petri net,OpenAIRE,petri net,OpenAlex,1.0,15,12,12,0.8
odometry,OpenAlex,odometry,OpenAIRE,1.0,12,8,8,0.6666666666666666
ghost imaging,OpenAlex,ghost imaging,OpenAIRE,1.0,6,6,5,0.7142857142857143
crystal structure prediction,OpenAIRE,crystal structure prediction,OpenAlex,1.0,6,9,6,0.6666666666666666
signal peptide,OpenAIRE,signal peptide,OpenAlex,1.0,8,9,7,0.7
signal peptide,OpenAlex,signal peptide,OpenAIRE,1.0,9,8,7,0.7
detrended fluctuation analysis,OpenAIRE,detrended fluctuation analysis,OpenAlex,1.0,7,8,7,0.875
detrended fluctuation analysis,OpenAlex,detrended fluctuation analysis,OpenAIRE,1.0,8,7,7,0.875
metadata,OpenAlex,metadata,OpenAIRE,1.0,19,15,14,0.7
nanotube,OpenAlex,nanotube,OpenAIRE,1.0,6,5,5,0.8333333333333334
biomedicine,OpenAIRE,biomedicine,OpenAlex,1.0,10,9,8,0.7272727272727273
biomedicine,OpenAlex,biomedicine,OpenAIRE,1.0,9,10,8,0.7272727272727273
heartbeat,OpenAIRE,heartbeat,OpenAlex,1.0,10,10,9,0.8181818181818182
intrapersonal communication,OpenAIRE,intrapersonal communication,OpenAlex,1.0,10,11,9,0.75
intrapersonal communication,OpenAlex,intrapersonal communication,OpenAIRE,1.0,11,10,9,0.75
pathogenesis,OpenAIRE,pathogenesis,OpenAlex,1.0,6,6,5,0.7142857142857143
pathogenesis,OpenAlex,pathogenesis,OpenAIRE,1.0,6,6,5,0.7142857142857143
intron,OpenAIRE,intron,OpenAlex,1.0,7,7,6,0.75
intron,OpenAlex,intron,OpenAIRE,1.0,7,7,6,0.75
iterative learning control,OpenAIRE,iterative learning control,OpenAlex,1.0,10,10,9,0.8181818181818182
iterative learning control,OpenAlex,iterative learning control,OpenAIRE,1.0,10,10,9,0.8181818181818182
brand loyalty,OpenAIRE,brand loyalty,OpenAlex,1.0,8,7,6,0.6666666666666666
genbank,OpenAIRE,genbank,OpenAlex,1.0,6,5,5,0.8333333333333334
uniprot,OpenAIRE,uniprot,OpenAlex,1.0,8,11,8,0.7272727272727273
chronic pain,OpenAIRE,chronic pain,OpenAlex,1.0,9,9,8,0.8
chronic pain,OpenAlex,chronic pain,OpenAIRE,1.0,9,9,8,0.8
supply chain risk management,OpenAIRE,supply chain risk management,OpenAlex,1.0,22,25,18,0.6206896551724138
stairstep interpolation,OpenAlex,stairstep interpolation,OpenAIRE,1.0,6,7,5,0.625
beijing,OpenAlex,beijing,OpenAIRE,1.0,6,4,4,0.6666666666666666
hypertext,OpenAlex,hypertext,OpenAIRE,1.0,13,10,9,0.6428571428571429
defeasible estate,OpenAIRE,defeasible estate,OpenAlex,1.0,6,8,6,0.75
defeasible estate,OpenAlex,defeasible estate,OpenAIRE,1.0,8,6,6,0.75
ocular dominance,OpenAlex,ocular dominance,OpenAIRE,1.0,13,10,9,0.6428571428571429
parallax,OpenAlex,parallax,OpenAIRE,1.0,13,10,10,0.7692307692307693
peer feedback,OpenAIRE,peer feedback,OpenAlex,1.0,13,11,10,0.7142857142857143
copying,OpenAIRE,copying,OpenAlex,1.0,6,7,5,0.625
copying,OpenAlex,copying,OpenAIRE,1.0,7,6,5,0.625
ligo,OpenAIRE,ligo,OpenAlex,1.0,7,7,6,0.75
ligo,OpenAlex,ligo,OpenAIRE,1.0,7,7,6,0.75
inbreeding depression,OpenAIRE,inbreeding depression,OpenAlex,1.0,7,6,6,0.8571428571428571
inbreeding depression,OpenAlex,inbreeding depression,OpenAIRE,1.0,6,7,6,0.8571428571428571
sociocultural perspective,OpenAIRE,sociocultural perspective,OpenAlex,1.0,6,7,5,0.625
stator,OpenAlex,stator,OpenAIRE,1.0,28,21,21,0.75
curvelet,OpenAIRE,curvelet,OpenAlex,1.0,9,9,7,0.6363636363636364
curvelet,OpenAlex,curvelet,OpenAIRE,1.0,9,9,7,0.6363636363636364
nonlinear conjugate gradient method,OpenAIRE,nonlinear conjugate gradient method,OpenAlex,1.0,6,6,5,0.7142857142857143
nonlinear conjugate gradient method,OpenAlex,nonlinear conjugate gradient method,OpenAIRE,1.0,6,6,5,0.7142857142857143
achromatic lens,OpenAIRE,achromatic lens,OpenAlex,1.0,6,9,6,0.6666666666666666
achromatic lens,OpenAlex,achromatic lens,OpenAIRE,1.0,9,6,6,0.6666666666666666
boolean network,OpenAlex,boolean network,OpenAIRE,1.0,7,5,5,0.7142857142857143
fractional brownian motion,OpenAIRE,fractional brownian motion,OpenAlex,1.0,7,6,6,0.8571428571428571
fractional brownian motion,OpenAlex,fractional brownian motion,OpenAIRE,1.0,6,7,6,0.8571428571428571
nanowire,OpenAlex,nanowire,OpenAIRE,1.0,8,5,5,0.625
project risk management,OpenAIRE,project risk management,OpenAlex,1.0,6,7,5,0.625
project risk management,OpenAlex,project risk management,OpenAIRE,1.0,7,6,5,0.625
brand extension,OpenAIRE,brand awareness,OpenAlex,0.8307555689976389,8,12,8,0.6666666666666666
phasor,OpenAIRE,phasor,OpenAlex,1.0,9,9,9,1.0
phasor,OpenAlex,phasor,OpenAIRE,1.0,9,9,9,1.0
groundwater,OpenAIRE,groundwater,OpenAlex,1.0,6,9,6,0.6666666666666666
groundwater,OpenAlex,groundwater,OpenAIRE,1.0,9,6,6,0.6666666666666666
thermal comfort,OpenAIRE,thermal comfort,OpenAlex,1.0,6,9,6,0.6666666666666666
thermal comfort,OpenAlex,thermal comfort,OpenAIRE,1.0,9,6,6,0.6666666666666666
sociocultural perspective,OpenAlex,sociocultural perspective,OpenAIRE,1.0,7,6,5,0.625
diagrammatic reasoning,OpenAIRE,diagrammatic reasoning,OpenAlex,1.0,7,6,5,0.625
stall (fluid mechanics),OpenAIRE,stall (fluid mechanics),OpenAlex,1.0,6,8,6,0.75
wing,OpenAIRE,wing,OpenAlex,1.0,6,5,5,0.8333333333333334
stall (fluid mechanics),OpenAlex,stall (fluid mechanics),OpenAIRE,1.0,8,6,6,0.75
open biomedical ontologies,OpenAIRE,open biomedical ontologies,OpenAlex,1.0,9,9,8,0.8
open biomedical ontologies,OpenAlex,open biomedical ontologies,OpenAIRE,1.0,9,9,8,0.8
adaptive beamformer,OpenAlex,adaptive beamformer,OpenAIRE,1.0,13,15,11,0.6470588235294118
brand extension,OpenAIRE,brand extension,OpenAlex,1.0,8,8,7,0.7777777777777778
soar,OpenAlex,soar,OpenAIRE,1.0,6,4,4,0.6666666666666666
uniprot,OpenAlex,uniprot,OpenAIRE,1.0,11,8,8,0.7272727272727273
terminal sliding mode,OpenAlex,terminal sliding mode,OpenAIRE,1.0,6,5,5,0.8333333333333334
class-size reduction,OpenAIRE,class size,OpenAlex,0.8123496563792719,9,9,7,0.6363636363636364
class size,OpenAIRE,class size,OpenAlex,1.0,13,9,9,0.6923076923076923
class size,OpenAlex,class-size reduction,OpenAIRE,0.8123496563792719,9,9,7,0.6363636363636364
indigenous,OpenAIRE,indigenous,OpenAlex,1.0,6,6,5,0.7142857142857143
anchoring,OpenAlex,anchoring,OpenAIRE,1.0,7,5,5,0.7142857142857143
brand awareness,OpenAlex,brand extension,OpenAIRE,0.8307555689976389,12,8,8,0.6666666666666666
brand extension,OpenAlex,brand extension,OpenAIRE,1.0,8,8,7,0.7777777777777778
general partnership,OpenAIRE,general partnership,OpenAlex,1.0,7,7,6,0.75
general partnership,OpenAlex,general partnership,OpenAIRE,1.0,7,7,6,0.75
rayleigh wave,OpenAlex,rayleigh wave,OpenAIRE,1.0,6,4,4,0.6666666666666666
conservation law,OpenAIRE,conservation law,OpenAlex,1.0,12,12,10,0.7142857142857143
conservation law,OpenAlex,conservation law,OpenAIRE,1.0,12,12,10,0.7142857142857143
spelling,OpenAIRE,spelling,OpenAlex,1.0,6,6,5,0.7142857142857143
spelling,OpenAlex,spelling,OpenAIRE,1.0,6,6,5,0.7142857142857143
embodied energy,OpenAIRE,embodied energy,OpenAlex,1.0,7,6,6,0.8571428571428571
embodied energy,OpenAlex,embodied energy,OpenAIRE,1.0,6,7,6,0.8571428571428571
admittance,OpenAlex,admittance parameters,OpenAIRE,0.8489759488259038,6,4,4,0.6666666666666666
circular economy,OpenAIRE,circular economy,OpenAlex,1.0,8,8,7,0.7777777777777778
diagrammatic reasoning,OpenAlex,diagrammatic reasoning,OpenAIRE,1.0,6,7,5,0.625
binaural recording,OpenAlex,binaural recording,OpenAIRE,1.0,8,5,5,0.625
continuance,OpenAlex,continuance,OpenAIRE,1.0,6,5,5,0.8333333333333334
approximate entropy,OpenAIRE,approximate entropy,OpenAlex,1.0,10,13,9,0.6428571428571429
repeatability,OpenAIRE,repeatability,OpenAlex,1.0,6,6,5,0.7142857142857143
repeatability,OpenAlex,repeatability,OpenAIRE,1.0,6,6,5,0.7142857142857143
metadynamics,OpenAIRE,metadynamics,OpenAlex,1.0,7,7,7,1.0
metadynamics,OpenAlex,metadynamics,OpenAIRE,1.0,7,7,7,1.0
fluidics,OpenAIRE,fluidics,OpenAlex,1.0,6,7,5,0.625
airfoil,OpenAIRE,airfoil,OpenAlex,1.0,9,9,8,0.8
airfoil,OpenAlex,airfoil,OpenAIRE,1.0,9,9,8,0.8
pronunciation,OpenAIRE,pronunciation,OpenAlex,1.0,8,10,7,0.6363636363636364
work engagement,OpenAIRE,work engagement,OpenAlex,1.0,7,7,6,0.75
work engagement,OpenAlex,work engagement,OpenAIRE,1.0,7,7,6,0.75
precuneus,OpenAIRE,precuneus,OpenAlex,1.0,6,5,5,0.8333333333333334
firefly algorithm,OpenAIRE,firefly algorithm,OpenAlex,1.0,6,7,5,0.625
firefly algorithm,OpenAIRE,firefly protocol,OpenAlex,0.9056083582937052,6,4,4,0.6666666666666666
firefly algorithm,OpenAlex,firefly algorithm,OpenAIRE,1.0,7,6,5,0.625
directed evolution,OpenAIRE,directed evolution,OpenAlex,1.0,7,5,5,0.7142857142857143
directed evolution,OpenAIRE,directed molecular evolution,OpenAlex,0.9394300658414968,7,5,5,0.7142857142857143
supercapacitor,OpenAIRE,supercapacitor,OpenAlex,1.0,6,6,5,0.7142857142857143
phonotactics,OpenAIRE,phonotactics,OpenAlex,1.0,9,11,9,0.8181818181818182
phonotactics,OpenAlex,phonotactics,OpenAIRE,1.0,11,9,9,0.8181818181818182
femtosecond,OpenAIRE,femtosecond,OpenAlex,1.0,6,7,5,0.625
femtosecond,OpenAlex,femtosecond,OpenAIRE,1.0,7,6,5,0.625
visual servoing,OpenAIRE,visual servoing,OpenAlex,1.0,8,9,7,0.7
visual servoing,OpenAlex,visual servoing,OpenAIRE,1.0,9,8,7,0.7
photogrammetry,OpenAIRE,photogrammetry,OpenAlex,1.0,20,19,17,0.7727272727272727
photogrammetry,OpenAlex,photogrammetry,OpenAIRE,1.0,19,20,17,0.7727272727272727
automatic target recognition,OpenAIRE,automatic target recognition,OpenAlex,1.0,6,4,4,0.6666666666666666
procurement,OpenAIRE,procurement,OpenAlex,1.0,14,14,11,0.6470588235294118
procurement,OpenAlex,procurement,OpenAIRE,1.0,14,14,11,0.6470588235294118
mesoderm,OpenAlex,mesoderm,OpenAIRE,1.0,6,4,4,0.6666666666666666
mesoderm,OpenAlex,paraxial mesoderm,OpenAIRE,0.878798784159725,6,4,4,0.6666666666666666
perirhinal cortex,OpenAlex,perirhinal cortex,OpenAIRE,1.0,6,5,5,0.8333333333333334
dicom,OpenAIRE,dicom,OpenAlex,1.0,6,7,6,0.8571428571428571
dicom,OpenAlex,dicom,OpenAIRE,1.0,7,6,6,0.8571428571428571
confusion matrix,OpenAIRE,confusion matrix,OpenAlex,1.0,9,10,8,0.7272727272727273
confusion matrix,OpenAlex,confusion matrix,OpenAIRE,1.0,10,9,8,0.7272727272727273
strategic choice theory,OpenAIRE,strategic choice theory,OpenAlex,1.0,9,6,6,0.6666666666666666
strategic choice theory,OpenAlex,strategic choice theory,OpenAIRE,1.0,6,9,6,0.6666666666666666
ripple,OpenAlex,ripple,OpenAIRE,1.0,14,13,11,0.6875
reservoir computing,OpenAIRE,reservoir computing,OpenAlex,1.0,16,17,14,0.7368421052631579
echo state network,OpenAIRE,echo state network,OpenAlex,1.0,6,6,5,0.7142857142857143
stylized fact,OpenAlex,stylized fact,OpenAIRE,1.0,12,15,11,0.6875
stairstep interpolation,OpenAIRE,stairstep interpolation,OpenAlex,1.0,7,6,5,0.625
eulerian path,OpenAIRE,eulerian path,OpenAlex,1.0,6,5,5,0.8333333333333334
economic rent,OpenAlex,economic rent,OpenAIRE,1.0,6,4,4,0.6666666666666666
partial correlation,OpenAIRE,partial correlation,OpenAlex,1.0,7,8,6,0.6666666666666666
presupposition,OpenAIRE,presupposition,OpenAlex,1.0,11,9,8,0.6666666666666666
presupposition,OpenAlex,presupposition,OpenAIRE,1.0,9,11,8,0.6666666666666666
ripple,OpenAIRE,ripple,OpenAlex,1.0,13,14,11,0.6875
shear (geology),OpenAlex,shear (geology),OpenAIRE,1.0,6,4,4,0.6666666666666666
coreference,OpenAIRE,coreference,OpenAlex,1.0,15,17,13,0.6842105263157895
approximate entropy,OpenAlex,approximate entropy,OpenAIRE,1.0,13,10,9,0.6428571428571429
taguchi methods,OpenAIRE,taguchi methods,OpenAlex,1.0,8,6,6,0.75
taguchi methods,OpenAlex,taguchi methods,OpenAIRE,1.0,6,8,6,0.75
temporality,OpenAlex,temporality,OpenAIRE,1.0,7,5,5,0.7142857142857143
futures contract,OpenAlex,futures contract,OpenAIRE,1.0,18,14,13,0.6842105263157895
supercapacitor,OpenAlex,supercapacitor,OpenAIRE,1.0,6,6,5,0.7142857142857143
video quality,OpenAIRE,subjective video quality,OpenAlex,0.9429475164537036,11,8,8,0.7272727272727273
subjective video quality,OpenAlex,video quality,OpenAIRE,0.9429475164537036,8,11,8,0.7272727272727273
gestalt psychology,OpenAlex,gestalt psychology,OpenAIRE,1.0,16,12,11,0.6470588235294118
bursting,OpenAIRE,bursting,OpenAlex,1.0,10,12,9,0.6923076923076923
salinity,OpenAIRE,salinity,OpenAlex,1.0,6,6,5,0.7142857142857143
computational thinking,OpenAlex,computational thinking,OpenAIRE,1.0,9,10,9,0.9
reinterpretation,OpenAlex,reinterpretation,OpenAIRE,1.0,7,5,5,0.7142857142857143
formant,OpenAIRE,formant,OpenAlex,1.0,8,9,7,0.7
formant,OpenAlex,formant,OpenAIRE,1.0,9,8,7,0.7
terahertz radiation,OpenAIRE,terahertz radiation,OpenAlex,1.0,8,8,7,0.7777777777777778
terahertz radiation,OpenAlex,terahertz radiation,OpenAIRE,1.0,8,8,7,0.7777777777777778
offensive,OpenAlex,offensive,OpenAIRE,1.0,7,5,5,0.7142857142857143
hebbian theory,OpenAIRE,hebbian theory,OpenAlex,1.0,22,27,19,0.6333333333333333
inattentional blindness,OpenAIRE,inattentional blindness,OpenAlex,1.0,7,8,6,0.6666666666666666
inattentional blindness,OpenAlex,inattentional blindness,OpenAIRE,1.0,8,7,6,0.6666666666666666
bursting,OpenAlex,bursting,OpenAIRE,1.0,12,10,9,0.6923076923076923
electronic nose,OpenAIRE,electronic nose,OpenAlex,1.0,10,12,9,0.6923076923076923
electronic nose,OpenAlex,electronic nose,OpenAIRE,1.0,12,10,9,0.6923076923076923
forest inventory,OpenAIRE,forest inventory,OpenAlex,1.0,6,6,5,0.7142857142857143
forest inventory,OpenAlex,forest inventory,OpenAIRE,1.0,6,6,5,0.7142857142857143
newspaper,OpenAIRE,newspaper,OpenAlex,1.0,10,13,9,0.6428571428571429
crystal structure prediction,OpenAlex,crystal structure prediction,OpenAIRE,1.0,9,6,6,0.6666666666666666
locus of control,OpenAIRE,locus of control,OpenAlex,1.0,9,7,7,0.7777777777777778
locus of control,OpenAlex,locus of control,OpenAIRE,1.0,7,9,7,0.7777777777777778
torque ripple,OpenAlex,torque ripple,OpenAIRE,1.0,8,5,5,0.625
microrna,OpenAIRE,microrna,OpenAlex,1.0,6,7,6,0.8571428571428571
microrna,OpenAlex,microrna,OpenAIRE,1.0,7,6,6,0.8571428571428571
photodiode,OpenAIRE,photodiode,OpenAlex,1.0,6,6,5,0.7142857142857143
photodiode,OpenAlex,photodiode,OpenAIRE,1.0,6,6,5,0.7142857142857143
stylized fact,OpenAIRE,stylized fact,OpenAlex,1.0,15,12,11,0.6875
state of charge,OpenAlex,state of charge,OpenAIRE,1.0,6,4,4,0.6666666666666666
phonon,OpenAlex,phonon,OpenAIRE,1.0,8,6,6,0.75
color filter array,OpenAIRE,color filter array,OpenAlex,1.0,6,4,4,0.6666666666666666
computational thinking,OpenAIRE,computational thinking,OpenAlex,1.0,10,9,9,0.9
new public management,OpenAIRE,new public management,OpenAlex,1.0,6,4,4,0.6666666666666666
range of motion,OpenAIRE,range of motion,OpenAlex,1.0,8,7,6,0.6666666666666666
shape-memory polymer,OpenAIRE,shape-memory polymer,OpenAlex,1.0,7,8,7,0.875
boredom,OpenAIRE,boredom,OpenAlex,1.0,6,5,5,0.8333333333333334
echo state network,OpenAlex,echo state network,OpenAIRE,1.0,6,6,5,0.7142857142857143
partial correlation,OpenAlex,partial correlation,OpenAIRE,1.0,8,7,6,0.6666666666666666
recall test,OpenAIRE,recall test,OpenAlex,1.0,7,6,5,0.625
recall test,OpenAlex,recall test,OpenAIRE,1.0,6,7,5,0.625
shannon–fano coding,OpenAIRE,shannon–fano coding,OpenAlex,1.0,8,5,5,0.625
quantile regression,OpenAIRE,quantile regression,OpenAlex,1.0,8,10,8,0.8
quantile,OpenAIRE,quantile regression,OpenAlex,0.9174814467733052,13,10,9,0.6428571428571429
nonholonomic system,OpenAlex,nonholonomic system,OpenAIRE,1.0,24,23,20,0.7407407407407407
tribology,OpenAIRE,tribology,OpenAlex,1.0,7,8,6,0.6666666666666666
tribology,OpenAlex,tribology,OpenAIRE,1.0,8,7,6,0.6666666666666666
neuroevolution,OpenAIRE,neuroevolution,OpenAlex,1.0,7,6,5,0.625
shape-memory polymer,OpenAlex,shape-memory polymer,OpenAIRE,1.0,8,7,7,0.875
dephasing,OpenAlex,dephasing,OpenAIRE,1.0,7,6,6,0.8571428571428571
quantile regression,OpenAlex,quantile regression,OpenAIRE,1.0,10,8,8,0.8
thermal conductivity,OpenAIRE,thermal conductivity,OpenAlex,1.0,6,7,5,0.625
recidivism,OpenAlex,recidivism,OpenAIRE,1.0,6,5,5,0.8333333333333334
deadlock,OpenAIRE,deadlock,OpenAlex,1.0,6,4,4,0.6666666666666666
sequential minimal optimization,OpenAIRE,sequential minimal optimization,OpenAlex,1.0,8,5,5,0.625
thermal conductivity,OpenAlex,thermal conductivity,OpenAIRE,1.0,7,6,5,0.625
pronunciation,OpenAlex,pronunciation,OpenAIRE,1.0,10,8,7,0.6363636363636364
metaplasticity,OpenAIRE,metaplasticity,OpenAlex,1.0,7,9,7,0.7777777777777778
metaplasticity,OpenAlex,metaplasticity,OpenAIRE,1.0,9,7,7,0.7777777777777778
mean-shift,OpenAIRE,mean-shift,OpenAlex,1.0,8,5,5,0.625
dijkstra's algorithm,OpenAlex,dijkstra's algorithm,OpenAIRE,1.0,6,4,4,0.6666666666666666
design thinking,OpenAIRE,design thinking,OpenAlex,1.0,6,5,5,0.8333333333333334
compositional data,OpenAIRE,compositional data,OpenAlex,1.0,7,8,6,0.6666666666666666
compositional data,OpenAlex,compositional data,OpenAIRE,1.0,8,7,6,0.6666666666666666
allometry,OpenAIRE,allometry,OpenAlex,1.0,6,4,4,0.6666666666666666
infomax,OpenAIRE,infomax,OpenAlex,1.0,7,6,5,0.625
infomax,OpenAlex,infomax,OpenAIRE,1.0,6,7,5,0.625
organizational identity,OpenAIRE,organizational identity,OpenAlex,1.0,11,8,8,0.7272727272727273
fluctuating asymmetry,OpenAlex,fluctuating asymmetry,OpenAIRE,1.0,6,5,5,0.8333333333333334
homophily,OpenAIRE,homophily,OpenAlex,1.0,6,6,6,1.0
homophily,OpenAlex,homophily,OpenAIRE,1.0,6,6,6,1.0
unified medical language system,OpenAIRE,unified medical language system,OpenAlex,1.0,7,8,6,0.6666666666666666
wetting,OpenAlex,wetting,OpenAIRE,1.0,6,6,5,0.7142857142857143
readability,OpenAIRE,readability,OpenAlex,1.0,6,7,6,0.8571428571428571
readability,OpenAlex,readability,OpenAIRE,1.0,7,6,6,0.8571428571428571
annoyance,OpenAlex,annoyance,OpenAIRE,1.0,7,5,5,0.7142857142857143
newspaper,OpenAlex,newspaper,OpenAIRE,1.0,13,10,9,0.6428571428571429
eavesdropping,OpenAIRE,eavesdropping,OpenAlex,1.0,7,9,7,0.7777777777777778
eavesdropping,OpenAlex,eavesdropping,OpenAIRE,1.0,9,7,7,0.7777777777777778
manifesto,OpenAlex,manifesto,OpenAIRE,1.0,7,6,6,0.8571428571428571
stroop effect,OpenAIRE,stroop effect,OpenAlex,1.0,12,8,8,0.6666666666666666
stroop effect,OpenAlex,stroop effect,OpenAIRE,1.0,8,12,8,0.6666666666666666
occupancy,OpenAlex,occupancy,OpenAIRE,1.0,7,5,5,0.7142857142857143
snow,OpenAlex,snow,OpenAIRE,1.0,9,6,6,0.6666666666666666
umbrella sampling,OpenAlex,umbrella sampling,OpenAIRE,1.0,7,5,5,0.7142857142857143
cloaking,OpenAIRE,cloaking,OpenAlex,1.0,6,4,4,0.6666666666666666
traceability,OpenAIRE,traceability,OpenAlex,1.0,6,6,5,0.7142857142857143
agile software development,OpenAlex,agile software development,OpenAIRE,1.0,8,5,5,0.625
steiner tree problem,OpenAlex,steiner tree problem,OpenAIRE,1.0,6,4,4,0.6666666666666666
global analytic function,OpenAIRE,analytic function,OpenAlex,0.926117496141434,6,6,6,1.0
analytic function,OpenAlex,global analytic function,OpenAIRE,0.926117496141434,6,6,6,1.0
mach number,OpenAlex,mach number,OpenAIRE,1.0,7,5,5,0.7142857142857143
frustration,OpenAIRE,frustration,OpenAlex,1.0,6,4,4,0.6666666666666666
diversity index,OpenAlex,diversity index,OpenAIRE,1.0,6,4,4,0.6666666666666666
brainstem,OpenAlex,brainstem,OpenAIRE,1.0,6,4,4,0.6666666666666666
stochastic petri net,OpenAlex,stochastic petri net,OpenAIRE,1.0,6,5,5,0.8333333333333334
